D10A_data-2006-03-26-0836.txt

d10a.D10A Time	Hr	Mn	Sec	fractions of sec	Pitch	Bank	Heading	IAS	Baro Altitude	Yaw rate	Ny	Nz
(seconds)	(Hr)	(Mn)	(Sec)	(1/64 sec)	(deg)	(deg)	(deg mag)	(KIAS)	(ft)	(deg/s)	(g)	(g)
1143380737.01	13	50	42	26	9.8	0.9	305	0.0	-311.6798	+003	0.01	1.0
1143380738.01	13	50	43	26	9.8	0.9	305	0.0	-311.6798	+003	0.02	1.0
1143380739.01	13	50	44	26	9.8	0.9	305	0.0	-311.6798	+003	0.02	1.0
1143380740.01	13	50	45	26	9.8	0.9	305	0.0	-311.6798	+003	0.02	1.0
1143380741.08	13	50	46	24	9.8	0.9	306	0.0	-311.6798	+003	0.02	1.0
1143380742.01	13	50	47	26	9.9	0.9	306	0.0	-311.6798	+003	0.02	1.0
1143380743.01	13	50	48	26	9.9	0.9	306	0.0	-311.6798	+003	0.02	1.0
1143380744.01	13	50	49	26	9.9	0.9	306	0.0	-311.6798	+003	0.01	1.0
1143380745.01	13	50	50	26	9.8	0.9	306	0.0	-311.6798	+003	0.02	1.0
1143380746.01	13	50	51	26	9.9	0.9	306	0.0	-311.6798	+003	0.02	1.0
1143380747.01	13	50	52	26	9.9	0.9	306	0.0	-311.6798	+003	0.02	1.0
1143380748.01	13	50	53	26	9.9	0.9	306	0.0	-311.6798	+003	0.02	1.0
1143380749.01	13	50	54	26	9.9	0.9	306	0.0	-311.6798	+003	0.02	1.0
1143380750.01	13	50	55	26	9.9	0.9	305	0.0	-311.6798	+003	0.02	1.0
1143380751.01	13	50	56	26	9.9	0.9	305	0.0	-311.6798	+002	0.02	1.0
1143380752.01	13	50	57	26	9.8	0.9	306	0.0	-311.6798	+003	0.02	1.0
1143380753.01	13	50	58	26	9.9	0.9	306	0.0	-311.6798	+003	0.02	1.0
1143380754.01	13	50	59	26	9.9	0.9	306	0.0	-311.6798	+003	0.02	1.0
1143380755.01	13	51	00	26	9.9	0.9	306	0.0	-311.6798	+003	0.01	1.0
1143380756.01	13	51	01	26	9.9	0.9	306	0.0	-311.6798	+003	0.01	1.0
1143380757.01	13	51	02	26	9.9	0.9	305	0.0	-318.24148	+003	0.02	1.0
1143380758.01	13	51	03	26	9.9	0.9	306	0.0	-321.52232	+003	0.02	1.0
1143380759.01	13	51	04	26	9.8	0.9	306	0.0	-321.52232	+003	0.01	1.0
1143380760.01	13	51	05	26	9.9	0.9	306	0.0	-321.52232	+003	0.01	1.0
1143380761.01	13	51	06	26	9.9	0.9	306	0.0	-324.80316	+003	0.01	1.0
1143380762.01	13	51	07	26	9.9	1.0	306	0.0	-324.80316	+003	0.02	1.0
1143380763.01	13	51	08	26	9.9	0.9	306	0.0	-324.80316	+003	0.02	1.0
1143380764.01	13	51	09	26	9.9	0.9	306	0.0	-324.80316	+003	0.02	1.0
1143380765.01	13	51	10	26	9.9	1.0	306	0.0	-324.80316	+003	0.02	1.0
1143380766.01	13	51	11	26	9.9	1.0	306	0.0	-324.80316	+003	0.02	1.0
1143380767.01	13	51	12	26	9.9	1.0	306	0.0	-324.80316	+003	0.02	1.0
1143380768.01	13	51	13	26	9.9	1.0	306	0.0	-324.80316	+003	0.02	1.0
1143380769.01	13	51	14	26	9.9	1.0	306	0.0	-324.80316	+003	0.02	1.0
1143380770.01	13	51	15	26	9.9	1.0	306	0.0	-324.80316	+003	0.02	1.0
1143380771.01	13	51	16	26	9.9	1.0	306	0.0	-324.80316	+003	0.02	1.0
1143380772.01	13	51	17	26	9.9	1.0	306	0.0	-328.084	+003	0.02	1.0
1143380773.01	13	51	18	26	9.9	0.9	306	0.0	-324.80316	+003	0.02	1.0
1143380774.01	13	51	19	26	9.9	0.9	306	0.0	-328.084	+003	0.02	1.0
1143380775.01	13	51	20	26	9.9	0.9	306	0.0	-324.80316	+003	0.02	1.0
1143380776.01	13	51	21	26	9.9	0.9	306	0.0	-324.80316	+002	0.02	1.0
1143380777.01	13	51	22	26	9.9	0.9	306	0.0	-324.80316	+003	0.02	1.0
1143380778.01	13	51	23	26	9.9	0.9	306	0.0	-324.80316	+003	0.02	1.0
1143380779.01	13	51	24	26	9.9	0.9	306	0.0	-324.80316	+003	0.01	1.0
1143380780.01	13	51	25	26	9.9	0.9	306	0.0	-324.80316	+003	0.02	1.0
1143380781.01	13	51	26	26	9.9	0.9	306	0.0	-324.80316	+002	0.02	1.0
1143380782.01	13	51	27	26	9.9	0.9	306	0.0	-324.80316	+002	0.01	1.0
1143380783.01	13	51	28	26	9.9	0.9	306	0.0	-328.084	+002	0.02	1.0
1143380784.01	13	51	29	26	9.9	1.0	306	0.0	-324.80316	+002	0.01	1.0
1143380785.01	13	51	30	26	9.9	0.9	306	0.0	-324.80316	+002	0.01	1.0
1143380786.01	13	51	31	26	9.9	0.9	306	0.0	-324.80316	+002	0.01	1.0
1143380787.01	13	51	32	26	9.9	0.9	306	0.0	-324.80316	+002	0.02	1.0
1143380788.01	13	51	33	26	9.9	0.9	306	0.0	-328.084	+002	0.02	1.0
1143380789.01	13	51	34	26	9.9	0.9	306	0.0	-328.084	+003	0.01	1.0
1143380790.01	13	51	35	26	9.9	0.9	306	0.0	-324.80316	+003	0.02	1.0
1143380791.01	13	51	36	26	9.9	0.9	306	0.0	-324.80316	+003	0.02	1.0
1143380792.01	13	51	37	26	9.9	0.9	306	0.0	-328.084	+003	0.02	1.0
1143380793.01	13	51	38	26	9.9	0.9	306	0.0	-324.80316	+003	0.01	1.0
1143380794.01	13	51	39	26	9.9	0.9	306	0.0	-324.80316	+003	0.01	1.0
1143380795.01	13	51	40	26	9.9	0.9	305	0.0	-328.084	+003	0.02	1.0
1143380796.01	13	51	41	26	9.9	0.9	305	0.0	-324.80316	+002	0.02	1.0
1143380797.01	13	51	42	26	9.9	0.9	305	0.0	-328.084	+002	0.02	1.0
1143380798.01	13	51	43	26	9.9	1.0	305	0.0	-324.80316	+002	0.02	1.0
1143380799.01	13	51	44	26	9.9	0.9	305	0.0	-328.084	+002	0.01	1.0
1143380800.01	13	51	45	26	9.9	0.9	305	0.0	-324.80316	+002	0.01	1.0
1143380801.01	13	51	46	26	9.9	1.0	305	0.0	-328.084	+002	0.02	1.0
1143380802.01	13	51	47	26	9.9	1.0	305	0.0	-328.084	+003	0.02	1.0
1143380803.01	13	51	48	26	9.9	0.9	306	0.0	-324.80316	+002	0.02	1.0
1143380804.01	13	51	49	26	9.9	0.9	308	0.0	-324.80316	+002	0.02	1.0
1143380805.01	13	51	50	26	9.9	0.9	309	0.0	-324.80316	+002	0.02	1.0
1143380806.01	13	51	51	26	9.9	0.9	309	0.0	-324.80316	+002	0.02	1.0
1143380807.01	13	51	52	26	10.0	0.9	309	0.0	-324.80316	+002	0.02	1.0
1143380808.01	13	51	53	26	9.9	0.9	309	0.0	-328.084	+002	0.02	1.0
1143380809.01	13	51	54	26	10.0	0.9	309	0.0	-324.80316	+002	0.02	1.0
1143380810.01	13	51	55	26	9.9	0.9	305	0.0	-324.80316	+002	0.02	1.0
1143380811.01	13	51	56	26	9.9	0.9	303	0.0	-324.80316	+002	0.01	1.0
1143380812.01	13	51	57	26	9.9	0.9	301	0.0	-324.80316	+002	0.02	1.0
1143380813.01	13	51	58	26	9.9	0.9	299	0.0	-324.80316	+002	0.02	1.0
1143380814.01	13	51	59	26	9.9	0.9	299	0.0	-328.084	+002	0.01	1.0
1143380815.01	13	52	00	26	9.9	0.9	306	0.0	-328.084	+002	0.02	1.0
1143380816.01	13	52	01	26	9.9	1.0	312	0.0	-328.084	+002	0.01	1.0
1143380817.01	13	52	02	26	9.9	1.0	316	0.0	-328.084	+002	0.01	1.0
1143380818.01	13	52	03	26	9.9	1.0	318	0.0	-328.084	+002	0.02	1.0
1143380819.01	13	52	04	26	9.9	1.0	319	0.0	-324.80316	+002	0.01	1.0
1143380820.01	13	52	05	26	9.9	1.0	320	0.0	-324.80316	+002	0.02	1.0
1143380821.01	13	52	06	26	9.9	1.0	320	0.0	-324.80316	+002	0.01	1.0
1143380822.01	13	52	07	26	9.9	1.0	319	0.0	-328.084	+002	0.01	1.0
1143380823.01	13	52	08	26	9.9	1.0	315	0.0	-328.084	+002	0.02	1.0
1143380824.0	13	52	09	26	9.9	1.0	313	0.0	-328.084	+002	0.01	1.0
1143380825.0	13	52	10	26	9.9	1.0	312	0.0	-324.80316	+002	0.01	1.0
1143380826.0	13	52	11	26	9.9	0.9	311	0.0	-324.80316	+002	0.02	1.0
1143380827.01	13	52	12	26	9.9	1.0	310	0.0	-324.80316	+002	0.02	1.0
1143380828.01	13	52	13	26	9.9	0.9	310	0.0	-328.084	+002	0.02	1.0
1143380829.01	13	52	14	26	9.9	1.0	310	0.0	-328.084	+002	0.02	1.0
1143380830.0	13	52	15	26	9.9	1.0	310	0.0	-324.80316	+002	0.02	1.0
1143380831.0	13	52	16	26	9.9	1.0	310	0.0	-324.80316	+002	0.01	1.0
1143380832.01	13	52	17	26	9.9	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380833.0	13	52	18	26	9.9	0.9	310	0.0	-324.80316	+002	0.01	1.0
1143380834.0	13	52	19	26	10.0	0.9	310	0.0	-328.084	+002	0.01	1.0
1143380835.0	13	52	20	26	9.9	0.9	310	0.0	-328.084	+002	0.01	1.0
1143380836.0	13	52	21	26	9.9	0.9	310	0.0	-324.80316	+002	0.01	1.0
1143380837.01	13	52	22	26	9.9	0.9	310	0.0	-328.084	+002	0.01	1.0
1143380838.0	13	52	23	26	10.0	0.9	309	0.0	-328.084	+002	0.01	1.0
1143380839.0	13	52	24	26	10.0	0.9	309	0.0	-324.80316	+002	0.02	1.0
1143380840.0	13	52	25	26	10.0	0.9	309	0.0	-328.084	+002	0.01	1.0
1143380841.0	13	52	26	26	10.0	0.9	309	0.0	-324.80316	+002	0.01	1.0
1143380842.01	13	52	27	26	9.9	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380843.0	13	52	28	26	9.9	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380844.0	13	52	29	26	9.9	1.0	310	0.0	-324.80316	+002	0.02	1.0
1143380845.0	13	52	30	26	9.9	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380846.0	13	52	31	26	9.9	1.0	310	0.0	-324.80316	+002	0.02	1.0
1143380847.0	13	52	32	26	9.9	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380848.0	13	52	33	26	9.9	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380849.0	13	52	34	26	9.9	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380850.0	13	52	35	26	9.9	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380851.0	13	52	36	26	9.9	0.9	310	0.0	-324.80316	+002	0.01	1.0
1143380852.01	13	52	37	26	9.9	0.9	309	0.0	-324.80316	+002	0.02	1.0
1143380853.0	13	52	38	26	9.9	0.9	309	0.0	-324.80316	+002	0.02	1.0
1143380854.0	13	52	39	26	9.9	0.9	309	0.0	-324.80316	+002	0.02	1.0
1143380855.0	13	52	40	26	9.9	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380856.0	13	52	41	26	10.0	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380857.0	13	52	42	26	9.9	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380858.0	13	52	43	26	9.9	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380859.01	13	52	44	26	9.9	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380860.0	13	52	45	26	9.9	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380861.0	13	52	46	26	9.9	0.9	309	0.0	-324.80316	+002	0.02	1.0
1143380862.0	13	52	47	26	9.9	0.9	309	0.0	-324.80316	+002	0.02	1.0
1143380863.0	13	52	48	26	9.9	0.9	347	0.0	-324.80316	+002	0.02	1.0
1143380864.0	13	52	49	26	9.9	1.0	040	0.0	-324.80316	+002	0.02	1.0
1143380865.0	13	52	50	26	9.9	1.0	072	0.0	-324.80316	+002	0.02	1.0
1143380866.0	13	52	51	26	9.9	1.0	092	0.0	-324.80316	+002	0.02	1.0
1143380867.01	13	52	52	26	9.9	1.0	104	0.0	-324.80316	+002	0.02	1.0
1143380868.0	13	52	53	26	9.9	1.0	111	0.0	-324.80316	+002	0.02	1.0
1143380869.0	13	52	54	26	9.9	1.0	115	0.0	-324.80316	+002	0.02	1.0
1143380870.0	13	52	55	26	9.9	1.0	118	0.0	-324.80316	+002	0.02	1.0
1143380871.0	13	52	56	26	9.9	1.0	119	0.0	-324.80316	+002	0.02	1.0
1143380872.0	13	52	57	26	9.9	1.0	120	0.0	-324.80316	+002	0.02	1.0
1143380873.0	13	52	58	26	9.9	0.9	121	0.0	-324.80316	+002	0.02	1.0
1143380874.0	13	52	59	26	9.9	1.0	121	0.0	-324.80316	+002	0.02	1.0
1143380875.0	13	53	00	26	9.9	0.9	121	0.0	-324.80316	+002	0.02	1.0
1143380876.0	13	53	01	26	9.9	0.9	122	0.0	-324.80316	+002	0.02	1.0
1143380877.0	13	53	02	26	9.9	0.9	122	0.0	-324.80316	+002	0.02	1.0
1143380878.0	13	53	03	26	9.9	0.9	122	0.0	-324.80316	+002	0.02	1.0
1143380879.0	13	53	04	26	9.9	0.9	122	0.0	-324.80316	+002	0.02	1.0
1143380880.0	13	53	05	26	9.9	0.9	122	0.0	-324.80316	+002	0.02	1.0
1143380881.0	13	53	06	26	9.9	0.9	122	0.0	-324.80316	+002	0.02	1.0
1143380882.0	13	53	07	26	10.0	0.9	092	0.0	-324.80316	+002	0.02	1.0
1143380883.0	13	53	08	26	10.0	0.9	036	0.0	-324.80316	+002	0.02	1.0
1143380884.0	13	53	09	26	10.0	1.0	002	0.0	-324.80316	+002	0.02	1.0
1143380885.0	13	53	10	26	10.0	0.9	341	0.0	-324.80316	+002	0.02	1.0
1143380886.0	13	53	11	26	10.0	1.0	329	0.0	-324.80316	+002	0.02	1.0
1143380887.0	13	53	12	26	9.9	1.0	321	0.0	-324.80316	+002	0.02	1.0
1143380888.0	13	53	13	26	10.0	0.9	316	0.0	-324.80316	+002	0.02	1.0
1143380889.0	13	53	14	16	9.9	0.9	314	0.0	-324.80316	+002	0.02	1.0
1143380890.0	13	53	15	26	9.9	0.9	312	0.0	-324.80316	+002	0.02	1.0
1143380891.0	13	53	16	26	10.0	1.0	311	0.0	-324.80316	+002	0.02	1.0
1143380892.0	13	53	17	26	10.0	1.0	310	0.0	-324.80316	+002	0.02	1.0
1143380893.0	13	53	18	26	10.0	1.0	310	0.0	-324.80316	+002	0.02	1.0
1143380894.0	13	53	19	26	10.0	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380895.0	13	53	20	26	10.0	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380896.0	13	53	21	26	10.0	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380897.0	13	53	22	26	10.0	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380898.0	13	53	23	26	10.0	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380899.0	13	53	24	26	10.0	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380900.0	13	53	25	26	10.0	0.9	310	0.0	-324.80316	+002	0.02	1.0
1143380901.0	13	53	26	26	10.0	1.0	309	0.0	-321.52232	+002	0.02	1.0
1143380902.0	13	53	27	24	10.0	0.9	309	0.0	-321.52232	+002	0.02	1.0
1143380903.0	13	53	28	26	10.0	0.9	309	0.0	-321.52232	+002	0.02	1.0
1143380904.0	13	53	29	26	10.0	0.9	309	0.0	-321.52232	+002	0.02	1.0
1143380905.01	13	53	30	22	10.0	0.9	309	0.0	-321.52232	+002	0.02	1.0
1143380906.0	13	53	31	26	9.9	0.9	309	0.0	-321.52232	+002	0.02	1.0
1143380907.0	13	53	32	26	9.9	0.9	309	0.0	-321.52232	+002	0.02	1.0
1143380908.0	13	53	33	26	10.0	0.9	309	0.0	-321.52232	+002	0.02	1.0
1143380909.0	13	53	34	25	10.0	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380910.0	13	53	35	26	10.0	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380911.0	13	53	36	25	10.0	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380912.01	13	53	37	25	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380913.0	13	53	38	25	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380914.0	13	53	39	25	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380915.0	13	53	40	25	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380916.0	13	53	41	24	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380917.0	13	53	42	24	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380918.0	13	53	43	24	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380919.0	13	53	44	24	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380920.0	13	53	45	24	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380921.01	13	53	46	25	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380922.01	13	53	47	25	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380923.01	13	53	48	25	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380924.01	13	53	49	25	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380925.02	13	53	50	25	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380926.03	13	53	51	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380927.02	13	53	52	25	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380928.01	13	53	53	25	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380929.0	13	53	54	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380930.0	13	53	55	26	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380931.0	13	53	56	26	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380932.0	13	53	57	26	9.9	1.0	310	0.0	-318.24148	+002	0.02	1.0
1143380933.0	13	53	58	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380934.0	13	53	59	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380935.0	13	54	00	24	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380936.0	13	54	01	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380937.0	13	54	02	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380938.0	13	54	03	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380939.0	13	54	04	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380940.0	13	54	05	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380941.03	13	54	06	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380942.02	13	54	07	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380943.0	13	54	08	26	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380944.0	13	54	09	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380945.0	13	54	10	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380946.01	13	54	11	25	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380947.01	13	54	12	25	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380948.0	13	54	13	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380949.0	13	54	14	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380950.01	13	54	15	25	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380951.01	13	54	16	25	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380952.0	13	54	17	26	10.0	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380953.01	13	54	18	25	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380954.0	13	54	19	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380955.0	13	54	20	26	10.0	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380956.01	13	54	21	26	10.0	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380957.0	13	54	22	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380958.01	13	54	23	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380959.01	13	54	24	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380960.0	13	54	25	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380961.0	13	54	26	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380962.0	13	54	27	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380963.02	13	54	28	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380964.03	13	54	29	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380965.0	13	54	30	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380966.0	13	54	31	26	9.9	1.0	310	0.0	-318.24148	+002	0.02	1.0
1143380967.03	13	54	32	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380968.02	13	54	33	26	10.0	1.1	309	0.0	-318.24148	+002	0.02	1.0
1143380969.0	13	54	34	26	10.0	1.1	309	0.0	-318.24148	+002	0.02	1.0
1143380970.0	13	54	35	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380971.03	13	54	36	27	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380972.0	13	54	37	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380973.03	13	54	38	27	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380974.02	13	54	39	27	10.0	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380975.03	13	54	40	27	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380976.03	13	54	41	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380977.0	13	54	42	26	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380978.0	13	54	43	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380979.04	13	54	44	27	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380980.04	13	54	45	27	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380981.01	13	54	46	27	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380982.0	13	54	47	26	10.0	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143380983.02	13	54	48	27	10.0	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143380984.04	13	54	49	27	10.0	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143380985.04	13	54	50	27	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380986.02	13	54	51	27	10.0	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143380987.0	13	54	52	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380988.02	13	54	53	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380989.02	13	54	54	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380990.0	13	54	55	26	10.0	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380991.0	13	54	56	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380992.0	13	54	57	26	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380993.0	13	54	58	26	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380994.0	13	54	59	26	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143380995.02	13	55	00	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380996.0	13	55	01	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380997.0	13	55	02	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380998.02	13	55	03	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143380999.0	13	55	04	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381000.01	13	55	05	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381001.02	13	55	06	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381002.0	13	55	07	26	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381003.02	13	55	08	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381004.0	13	55	09	26	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143381005.01	13	55	10	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381006.02	13	55	11	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381007.01	13	55	12	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381008.01	13	55	13	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381009.02	13	55	14	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381010.02	13	55	15	27	9.9	1.1	309	0.0	-318.24148	+002	0.02	1.0
1143381011.01	13	55	16	27	9.9	1.1	309	0.0	-318.24148	+002	0.02	1.0
1143381012.0	13	55	17	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381013.01	13	55	18	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381014.0	13	55	19	26	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381015.01	13	55	20	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381016.01	13	55	21	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381017.01	13	55	22	27	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143381018.01	13	55	23	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381019.01	13	55	24	27	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143381020.01	13	55	25	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381021.01	13	55	26	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381022.01	13	55	27	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381023.01	13	55	28	27	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143381024.01	13	55	29	27	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143381025.02	13	55	30	27	9.9	0.9	309	0.0	-318.24148	+002	0.02	1.0
1143381026.01	13	55	31	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381027.01	13	55	32	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381028.01	13	55	33	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381029.01	13	55	34	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381030.01	13	55	35	27	9.9	0.9	309	0.0	-318.24148	+001	0.02	1.0
1143381031.01	13	55	36	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381032.01	13	55	37	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
1143381033.06	13	55	38	26	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381034.01	13	55	39	27	10.0	1.1	309	0.0	-318.24148	+001	0.02	1.0
1143381035.01	13	55	40	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381036.01	13	55	41	27	9.9	1.0	309	0.0	-318.24148	+001	0.02	1.0
1143381037.01	13	55	42	27	9.9	1.0	309	0.0	-318.24148	+002	0.02	1.0
