EIS4000_data-2006-03-26-0836.txt

eis4000.EIS4000 Time	RPM	MP	OAT	Fuel Flow	Fuel Qty	CHT 1	CHT 2	CHT 3	CHT 4	EGT 1	EGT 2	EGT 3	EGT 4	Oil Temp	Oil Press	Volt	Hour Meter	Hrs	Min	Sec	Hours End	Min End	Unit Temp
(seconds)	(RPM)	(in HG)	(deg C)	(USG/hr)	(USG)	(deg C)	(deg C)	(deg C)	(deg C)	(deg C)	(deg C)	(deg C)	(deg C)	(deg C)	(psi)	(volt)	(hr)	(hr)	(mn)	(s)	(hr)	(mn)	(deg C)
1143380480.1	0	23	-28	0.0	0.0	0	0	0	0	8	9	9	9	14	0	10.2	0.0	0	0	0	0	0	11
1143380480.39	0	24	-28	0.0	0.0	0	0	0	0	9	10	9	9	15	0	10.4	0.0	0	0	0	0	0	11
1143380480.65	0	25	-28	0.0	0.0	0	0	0	0	10	10	10	10	15	0	10.6	0.0	0	0	0	0	0	13
1143380480.92	0	25	-28	0.0	0.0	0	0	0	0	10	12	11	11	16	0	10.8	0.0	0	0	0	0	0	13
1143380481.18	0	26	-28	0.0	0.0	2	1	2	1	10	12	11	11	16	0	10.9	0.0	0	0	0	0	0	13
1143380481.45	0	26	-28	0.0	0.0	2	2	2	2	11	12	12	11	17	0	11.1	0.0	0	0	0	0	0	14
1143380481.71	0	27	-28	0.0	0.0	3	3	3	3	12	12	12	12	17	0	11.2	0.0	0	0	0	0	0	14
1143380481.98	0	27	-28	0.0	0.0	4	4	4	3	12	13	12	13	18	0	11.3	0.0	0	0	0	0	0	15
1143380482.24	0	27	-28	0.0	0.0	5	5	5	4	12	13	13	13	18	0	11.4	0.0	0	0	0	0	0	15
1143380482.53	0	28	-28	0.0	0.0	5	5	5	4	13	14	13	13	18	0	11.5	0.0	0	0	0	0	0	15
1143380482.79	0	28	-28	0.0	0.0	6	6	6	5	13	14	13	13	18	0	11.5	0.0	0	0	0	0	0	15
1143380483.05	0	28	-28	0.0	0.0	7	7	7	6	13	14	13	13	19	0	11.6	0.0	0	0	0	0	0	15
1143380483.32	0	28	-28	0.0	0.0	7	7	7	6	13	14	14	14	19	0	11.6	0.0	0	0	0	0	0	16
1143380483.58	0	28	-28	0.0	0.0	8	8	8	7	13	14	14	14	19	0	11.7	0.0	0	0	0	0	0	16
1143380483.87	0	28	-28	0.0	0.0	8	8	8	7	13	14	14	14	19	0	11.7	0.0	0	0	0	0	0	16
1143380484.13	0	29	-28	0.0	0.0	8	8	8	7	14	15	14	14	19	0	11.8	0.0	0	0	0	0	0	16
1143380484.4	0	29	-28	0.0	0.0	8	8	8	8	14	15	14	14	19	0	11.8	0.0	0	0	0	0	0	16
1143380484.66	0	29	-28	0.0	0.0	9	8	9	8	14	15	14	14	19	0	11.8	0.0	0	0	0	0	0	16
1143380484.94	0	29	-28	0.0	0.0	9	8	9	8	14	15	14	14	19	0	11.9	0.0	0	0	0	0	0	16
1143380485.2	0	29	-28	0.0	0.0	9	9	9	8	14	15	14	14	19	0	11.9	0.0	0	0	0	0	0	16
1143380485.47	0	29	-28	0.0	0.0	9	9	9	8	14	15	14	14	19	0	11.9	0.0	0	0	0	0	0	16
1143380485.73	0	29	-28	0.0	0.0	9	9	9	8	14	15	14	14	19	0	11.9	0.0	0	0	0	0	0	16
1143380486.06	0	29	-28	0.0	0.0	9	9	9	8	14	15	14	14	20	0	11.9	0.0	0	0	0	0	0	16
1143380486.28	0	29	-28	0.0	0.0	9	9	9	8	14	15	14	15	20	0	11.9	0.0	0	0	0	0	0	17
1143380486.45	0	29	-28	0.0	0.0	9	9	9	9	14	15	15	15	20	0	11.9	0.0	0	0	0	0	0	17
1143380486.73	0	29	-28	0.0	0.0	10	9	9	9	14	15	15	15	20	0	11.9	0.0	0	0	0	0	0	17
1143380486.99	0	29	-28	0.0	0.0	10	9	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380487.29	0	29	-28	0.0	0.0	10	9	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380487.53	0	29	-28	0.0	0.0	10	9	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380487.79	0	29	-28	0.0	0.0	10	9	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380488.06	0	29	-28	0.0	0.0	10	9	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380488.32	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380488.58	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380488.86	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380489.12	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380489.4	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380489.66	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	19	0	12.0	0.0	0	0	0	0	0	17
1143380489.94	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	19	0	12.0	0.0	0	0	0	0	0	17
1143380490.2	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	19	0	12.0	0.0	0	0	0	0	0	17
1143380490.47	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	19	0	12.0	0.0	0	0	0	0	0	17
1143380490.74	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	19	0	12.0	0.0	0	0	0	0	0	17
1143380491.01	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	19	0	12.0	0.0	0	0	0	0	0	17
1143380491.3	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	19	0	12.0	0.0	0	0	0	0	0	17
1143380491.54	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	19	0	12.0	0.0	0	0	0	0	0	17
1143380491.81	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380492.07	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380492.36	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380492.62	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380492.89	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380493.15	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380493.42	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380493.68	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380493.95	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380494.21	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380494.48	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380494.76	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380495.02	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380495.33	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380495.57	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.1	0.0	0	0	0	0	0	17
1143380495.84	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380496.1	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380496.37	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380496.63	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380496.9	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380497.16	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380497.43	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380497.69	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380497.97	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380498.25	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380498.51	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380498.79	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.1	0.0	0	0	0	0	0	17
1143380499.08	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.1	0.0	0	0	0	0	0	17
1143380499.34	0	29	-28	0.0	0.0	10	10	10	9	14	15	15	15	20	0	12.1	0.0	0	0	0	0	0	17
1143380499.49	0	29	-28	0.0	0.0	10	10	10	9	15	15	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380499.76	0	29	-28	0.0	0.0	10	10	10	10	15	15	15	15	20	0	12.1	0.0	0	0	0	0	0	17
1143380500.02	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380500.36	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	17
1143380500.57	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380500.84	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	17
1143380501.1	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380501.37	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380501.63	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380501.91	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380502.16	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380502.44	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380502.7	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380503.0	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380503.28	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380503.54	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380503.81	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380504.08	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380504.35	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380504.6	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380504.89	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380505.15	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380505.42	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380505.68	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380505.96	0	30	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380506.22	0	30	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380506.49	0	30	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380506.75	0	30	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380507.02	0	30	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380507.37	0	30	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380507.61	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380507.86	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380508.13	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380508.41	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380508.68	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380508.94	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380509.21	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380509.47	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380509.75	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380510.02	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380510.29	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380510.55	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380510.83	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380511.14	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380511.4	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380511.67	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380511.93	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380512.2	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380512.46	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380512.63	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380512.92	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380513.18	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380513.45	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380513.71	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380513.98	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380514.24	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380514.51	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380514.77	0	30	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380515.04	0	30	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380515.36	0	30	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380515.58	0	30	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380515.85	0	30	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380516.12	0	30	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380516.4	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380516.67	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380516.93	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380517.19	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380517.46	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380517.73	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380518.0	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380518.26	0	30	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380518.54	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380518.82	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380519.09	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380519.35	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380519.61	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380519.87	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380520.15	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380520.42	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380520.69	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380520.95	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380521.22	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380521.48	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380521.75	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380522.01	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380522.3	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380522.63	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380522.83	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380523.09	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380523.38	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380523.62	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380523.9	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380524.17	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380524.43	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380524.7	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380524.96	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380525.23	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380525.49	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380525.68	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380525.95	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380526.22	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380527.01	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380528.1	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380529.07	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380530.04	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380531.03	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	17
1143380532.0	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380533.09	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380534.08	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380535.04	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380536.04	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380537.0	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380538.03	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380539.07	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380540.03	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380541.02	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380542.01	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380543.09	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380544.05	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380545.03	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380546.0	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380547.08	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380548.06	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380549.05	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380550.05	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380551.01	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380552.0	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380553.06	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380554.05	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380555.02	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.1	0.0	0	0	0	0	0	18
1143380556.02	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380557.0	0	29	-28	0.0	0.0	10	10	10	10	15	16	15	15	20	0	12.0	0.0	0	0	0	0	0	18
1143380558.02	0	29	-28	0.0	0.0	11	11	11	10	15	16	16	16	20	0	12.0	0.0	0	0	0	0	0	18
1143380559.05	0	29	-28	0.0	0.0	11	11	11	10	15	16	16	16	20	0	12.1	0.0	0	0	0	0	0	18
1143380560.03	0	29	-28	0.0	0.0	11	11	11	10	15	16	16	16	20	0	12.0	0.0	0	0	0	0	0	18
1143380561.02	0	29	-28	0.0	0.0	11	11	11	10	15	16	16	16	20	0	12.0	0.0	0	0	0	0	0	18
1143380562.0	0	29	-28	0.0	0.0	11	11	11	10	15	17	16	16	20	0	12.0	0.0	0	0	0	0	0	18
1143380563.06	0	29	-28	0.0	0.0	11	11	11	10	15	17	16	16	20	0	12.0	0.0	0	0	0	0	0	18
1143380564.06	0	29	-28	0.0	0.0	11	11	11	10	15	17	16	16	20	0	12.0	0.0	0	0	0	0	0	18
1143380565.05	0	29	-28	0.0	0.0	11	11	11	10	15	17	16	16	20	0	12.0	0.0	0	0	0	0	0	18
1143380566.02	0	29	-28	0.0	0.0	11	11	11	10	15	17	16	16	20	0	12.0	0.0	0	0	0	0	0	18
1143380567.0	0	29	-28	0.0	0.0	11	11	11	10	15	17	16	16	20	0	12.0	0.0	0	0	0	0	0	18
1143380568.02	0	29	-28	0.0	0.0	11	11	11	10	15	17	16	16	20	0	12.0	0.0	0	0	0	0	0	18
1143380569.0	0	29	-28	0.0	0.0	11	11	11	10	15	17	16	16	20	0	12.0	0.0	0	0	0	0	0	18
1143380570.08	0	29	-28	0.0	0.0	11	11	11	10	15	17	16	16	20	0	12.1	0.0	0	0	0	0	0	18
1143380589.06	0	0	0	0.0	0.0	0	0	0	0	88	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0
1143380591.2	65525	4	-28	0.0	0.0	0	0	0	0	1	0	0	0	0	0	1.5	0.0	0	0	0	0	0	0
