Discretes_data-2006-03-26-0836.txt

discretes.Discretes Time	Event Marker
(seconds)	(1 = Event)
1143381730.02	0
1143381731.02	0
1143381732.01	0
1143381733.01	0
1143381734.01	0
1143381735.01	0
1143381736.01	0
1143381737.01	0
1143381738.0	0
1143381739.02	0
1143381740.02	0
1143381741.01	0
1143381742.01	0
1143381743.01	0
1143381744.0	0
1143381745.02	0
1143381746.01	0
1143381747.01	0
1143381748.02	0
1143381749.01	0
1143381750.01	0
1143381751.0	0
1143381752.02	0
1143381753.01	0
1143381754.01	0
1143381755.02	0
1143381756.01	0
1143381757.01	0
1143381758.0	0
1143381759.01	0
1143381760.01	0
1143381761.02	0
1143381762.01	0
1143381763.02	0
1143381764.01	0
1143381765.02	0
1143381766.01	0
1143381767.01	0
1143381768.02	0
1143381769.01	0
1143381770.01	0
1143381771.01	0
1143381772.01	0
1143381773.02	0
1143381774.01	0
1143381775.01	0
1143381776.01	0
1143381777.01	0
1143381778.02	0
1143381779.02	0
1143381780.01	0
1143381781.0	0
1143381782.01	0
1143381783.01	0
1143381784.01	0
1143381785.01	0
1143381786.0	0
1143381787.01	0
1143381788.01	0
1143381789.02	0
1143381790.01	0
1143381791.01	0
1143381792.01	0
1143381793.01	0
1143381794.02	0
1143381795.02	0
1143381796.01	0
1143381797.01	0
1143381798.01	0
1143381799.01	0
1143381800.01	0
1143381801.0	0
1143381802.02	0
1143381803.02	0
1143381804.01	0
1143381805.01	0
1143381806.01	0
1143381807.01	0
1143381808.01	0
1143381809.02	0
1143381810.0	0
1143381811.02	0
1143381812.02	0
1143381813.01	0
1143381814.01	0
1143381815.0	0
1143381816.02	0
1143381817.02	0
1143381818.0	0
1143381819.02	0
1143381820.0	0
1143381821.0	0
1143381822.01	0
1143381823.01	0
1143381824.01	0
1143381825.02	0
1143381826.02	0
1143381827.01	0
1143381828.0	0
1143381829.02	0
1143381830.02	0
1143381831.0	0
1143381832.01	0
1143381833.01	0
1143381834.02	0
1143381835.01	0
1143381836.0	0
1143381837.0	0
1143381838.01	0
1143381839.02	0
1143381840.0	0
1143381841.02	0
1143381842.02	0
1143381843.01	0
1143381844.0	0
1143381845.02	0
1143381846.02	0
1143381847.01	0
1143381848.01	0
1143381849.0	0
1143381850.02	0
1143381851.0	0
1143381852.0	0
1143381853.0	0
1143381854.01	0
1143381855.02	0
1143381856.01	0
1143381857.0	0
1143381858.01	0
1143381859.01	0
1143381860.01	0
1143381861.01	0
1143381862.0	0
1143381863.01	0
1143381864.01	0
1143381865.02	0
1143381866.0	0
1143381867.02	0
1143381868.01	0
1143381869.02	0
1143381870.01	0
1143381871.01	0
1143381872.02	0
1143381873.01	0
1143381874.01	0
1143381875.02	0
1143381876.02	0
1143381877.01	0
1143381878.01	0
1143381879.01	0
1143381880.02	0
1143381881.0	0
1143381882.0	0
1143381883.01	0
1143381884.01	0
1143381885.02	0
1143381886.01	0
1143381887.01	0
1143381888.01	0
1143381889.0	0
1143381890.0	0
1143381891.0	0
1143381892.01	0
1143381893.01	0
1143381894.0	0
1143381895.01	0
1143381896.01	0
1143381897.01	0
1143381898.01	0
1143381899.01	0
1143381900.01	0
1143381901.0	0
1143381902.02	0
1143381903.0	0
1143381904.0	0
1143381905.01	0
1143381906.01	0
1143381907.01	0
1143381908.01	0
1143381909.01	0
1143381910.02	0
1143381911.0	0
1143381912.01	0
1143381913.01	0
1143381914.0	0
1143381915.02	0
1143381916.0	0
1143381917.02	0
1143381918.01	0
1143381919.01	0
1143381920.01	0
1143381921.01	0
1143381922.02	0
1143381923.0	0
1143381924.01	0
1143381925.0	0
1143381926.01	0
1143381927.02	0
1143381928.01	0
1143381929.01	0
1143381930.0	0
1143381931.01	0
1143381932.02	0
1143381933.01	0
1143381934.01	0
1143381935.01	0
1143381936.01	0
1143381937.01	0
1143381938.0	0
1143381939.02	0
1143381940.02	0
1143381941.0	0
1143381942.01	0
1143381943.0	0
1143381944.0	0
1143381945.02	0
1143381946.0	0
1143381947.01	0
1143381948.0	0
1143381949.02	0
1143381950.0	0
1143381951.01	0
1143381952.01	0
1143381953.01	0
1143381954.02	0
1143381955.01	0
1143381956.02	0
1143381957.01	0
1143381958.01	0
1143381959.01	0
1143381960.01	0
1143381961.01	0
1143381962.02	0
1143381963.02	0
1143381964.02	0
1143381965.0	0
1143381966.0	0
1143381967.02	0
1143381968.01	0
1143381969.0	0
1143381970.01	0
1143381971.02	0
1143381972.02	0
1143381973.01	0
1143381974.0	0
1143381975.01	0
1143381976.0	0
1143381977.01	0
1143381978.01	0
1143381979.02	0
1143381980.02	0
1143381981.01	0
1143381982.01	0
1143381983.0	0
1143381984.0	0
1143381985.0	0
1143381986.02	0
1143381987.01	0
1143381988.01	0
1143381989.0	0
1143381990.01	0
1143381991.01	0
1143381992.0	0
1143381993.01	0
1143381994.0	0
1143381995.02	0
1143381996.01	0
1143381997.02	0
1143381998.02	0
1143381999.0	0
1143382000.01	0
1143382001.01	0
1143382002.01	0
1143382003.02	0
