GNS430_data-2006-03-26-0836.txt

gns430.GNS430 Time	Grd Speed	Track	GPS Altitude	Latitude	Longitude	Desired Track	Cross Track Error	Active Waypoint	Distance to Waypoint	Bearing to Waypoint	Magnetic Variation
(seconds)	(kt)	(deg mag)	(ft)	(deg N)	(deg W)	(deg mag)	(nm R)	()	(nm)	(deg mag)	(deg E)
1143380783.81	000	014	00412	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380784.82	000	014	00415	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380785.81	000	014	00417	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380786.79	000	014	00418	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380787.81	000	014	00418	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380788.79	000	014	00418	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380789.82	000	014	00418	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380790.81	000	014	00418	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380791.81	000	014	00417	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380792.8	000	014	00415	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380793.8	000	014	00415	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380794.82	000	014	00414	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380795.81	000	014	00414	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380796.82	000	014	00415	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380797.82	000	014	00415	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380798.8	000	014	00416	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380799.82	000	014	00417	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380800.83	000	014	00418	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380801.83	000	014	00418	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380802.83	000	014	00417	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380803.81	000	014	00417	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380804.81	000	014	00417	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380805.81	000	014	00416	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380806.81	000	014	00415	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380807.81	000	014	00415	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380808.81	000	014	00416	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380809.81	000	014	00416	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380810.85	000	014	00416	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380811.82	000	014	00416	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380812.83	000	014	00415	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380813.82	000	014	00415	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380814.82	000	014	00414	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380815.84	000	014	00413	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380816.84	000	014	00413	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380817.84	000	014	00412	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380818.84	000	014	00411	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380819.82	000	014	00410	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380820.82	000	014	00409	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380821.83	000	014	00408	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380822.85	000	014	00407	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380823.83	000	014	00406	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380824.86	000	014	00406	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380825.83	000	014	00405	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380826.86	000	014	00404	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380827.85	000	014	00404	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380828.84	000	014	00403	45.253	75.582	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380829.83	000	014	00403	45.253	75.582	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380830.84	000	014	00402	45.253	75.582	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380831.88	000	014	00402	45.253	75.582	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380832.86	000	014	00402	45.253	75.582	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380833.86	000	014	00401	45.253	75.582	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380834.87	000	014	00401	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380835.86	000	014	00401	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380836.86	000	014	00400	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380837.84	000	014	00400	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380838.84	000	014	00398	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380839.87	000	014	00398	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380840.88	000	014	00397	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380841.85	000	014	00397	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380842.85	000	014	00397	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380843.85	000	014	00397	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380844.87	000	014	00397	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380845.87	000	014	00397	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380846.87	000	014	00397	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380847.87	000	014	00398	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380848.89	000	014	00398	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380849.88	000	014	00398	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380850.89	000	014	00398	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380851.88	000	014	00398	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380852.86	000	014	00398	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380853.86	000	014	00398	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380854.86	000	014	00398	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380855.86	000	014	00397	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380856.86	000	014	00396	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380857.86	000	014	00394	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380858.9	000	014	00393	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380859.86	000	014	00391	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380860.86	000	014	00390	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380861.87	000	014	00389	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380862.87	000	014	00388	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380863.87	000	014	00388	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380864.87	000	014	00388	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380865.9	000	014	00388	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380866.87	000	014	00388	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380867.87	000	014	00388	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380868.87	000	014	00388	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380869.87	000	014	00388	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380870.88	000	014	00388	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380871.88	000	014	00388	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380872.88	000	014	00388	45.253	75.582	80.6	-10.78	AVVON	25.2	105.9	-14.1
1143380873.88	000	014	00388	45.253	75.582	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380874.88	000	014	00388	45.253	75.582	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380875.88	000	014	00388	45.253	75.582	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380876.88	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380877.88	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380878.88	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380879.88	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380880.88	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380881.89	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380882.89	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380883.89	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380884.89	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380885.89	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380886.89	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380887.89	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380888.9	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380889.89	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380890.9	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380891.9	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380892.9	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380893.9	000	014	00388	45.253	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380894.9	000	014	00388	45.2531666667	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380895.9	000	014	00388	45.2531666667	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380896.9	000	014	00388	45.2531666667	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380897.9	000	014	00388	45.2531666667	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380898.9	000	014	00379	45.2531666667	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380899.9	000	014	00380	45.2531666667	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380900.91	000	014	00381	45.2531666667	75.5821666667	80.6	-10.79	AVVON	25.2	105.9	-14.1
1143380901.91	000	014	00382	45.2531666667	75.5821666667	80.6	-10.8	AVVON	25.2	105.9	-14.1
1143380902.91	000	014	00384	45.2531666667	75.5821666667	80.6	-10.8	AVVON	25.2	105.9	-14.1
1143380903.91	000	014	00384	45.2531666667	75.5821666667	80.6	-10.8	AVVON	25.2	105.9	-14.1
1143380904.91	000	014	00385	45.2531666667	75.5821666667	80.6	-10.8	AVVON	25.2	105.9	-14.1
1143380905.91	000	014	00385	45.2531666667	75.5821666667	80.6	-10.8	AVVON	25.2	105.9	-14.1
1143380906.91	000	014	00386	45.2531666667	75.5821666667	80.6	-10.8	AVVON	25.2	105.9	-14.5
1143380907.91	000	014	00386	45.2531666667	75.5821666667	104.7	-0.72	AVVON	25.2	106.3	-14.5
1143380908.91	000	014	00387	45.2531666667	75.5821666667	104.7	-0.72	AVVON	25.2	106.3	-14.5
1143380909.92	000	014	00387	45.2531666667	75.5821666667	104.7	-0.72	AVVON	25.2	106.3	-14.5
1143380910.92	000	014	00387	45.2531666667	75.5821666667	82.4	-10.22	AVVON	25.2	106.3	-14.5
1143380911.92	000	014	00387	45.2531666667	75.5821666667	82.7	-10.11	AVVON	25.2	106.3	-14.5
1143380912.92	000	014	00388	45.2531666667	75.5821666667	82.7	-10.11	AVVON	25.2	106.3	-14.5
1143380913.92	000	014	00388	45.2531666667	75.5821666667	82.7	-10.11	AVVON	25.2	106.3	-14.5
1143380914.92	000	014	00389	45.2531666667	75.5821666667	82.7	-10.11	AVVON	25.2	106.3	-14.5
1143380915.92	000	014	00389	45.2531666667	75.5821666667	82.4	-10.22	AVVON	25.2	106.3	-14.5
1143380916.92	000	014	00390	45.2531666667	75.5821666667	82.4	-10.22	AVVON	25.2	106.3	-14.5
1143380917.92	000	014	00390	45.2531666667	75.5821666667	82.4	-10.22	AVVON	25.2	106.3	-14.5
1143380918.93	000	014	00390	45.2531666667	75.5821666667	82.4	-10.22	AVVON	25.2	106.3	-14.5
1143380919.93	000	014	00390	45.2531666667	75.5821666667	82.4	-10.22	AVVON	25.2	106.3	-14.5
1143380920.93	000	014	00390	45.2531666667	75.5821666667	82.4	-10.22	AVVON	25.2	106.3	-14.5
1143380921.93	000	014	00390	45.2531666667	75.5821666667	82.4	-10.22	AVVON	25.2	106.3	-14.5
1143380922.93	000	014	00389	45.2531666667	75.5821666667	82.4	-10.22	AVVON	25.2	106.3	-14.5
1143380923.93	000	014	00389	45.2531666667	75.5821666667	82.4	-10.21	AVVON	25.2	106.3	-14.5
1143380924.93	000	014	00388	45.2531666667	75.5821666667	82.4	-10.21	AVVON	25.2	106.3	-14.5
1143380925.93	000	014	00387	45.2531666667	75.5821666667	82.4	-10.21	AVVON	25.2	106.3	-14.5
1143380926.93	000	014	00386	45.2531666667	75.5821666667	82.4	-10.21	AVVON	25.2	106.3	-14.5
1143380927.93	000	014	00385	45.2531666667	75.5821666667	82.4	-10.21	AVVON	25.2	106.3	-14.1
1143380928.93	000	014	00385	45.2531666667	75.5821666667	82.0	-10.21	AVVON	25.2	105.9	-14.1
1143380929.94	000	014	00384	45.2531666667	75.5821666667	82.0	-10.21	AVVON	25.2	105.9	-14.1
1143380930.94	000	014	00384	45.2531666667	75.5821666667	82.0	-10.21	AVVON	25.2	105.9	-14.1
1143380931.94	000	014	00384	45.2531666667	75.5821666667	82.0	-10.21	AVVON	25.2	105.9	-14.1
1143380932.94	000	014	00385	45.2531666667	75.5821666667	82.0	-10.21	AVVON	25.2	105.9	-14.1
1143380933.95	000	014	00386	45.2531666667	75.5821666667	82.0	-10.21	AVVON	25.2	105.9	-14.1
1143380934.94	000	014	00384	45.2531666667	75.5821666667	82.0	-10.21	AVVON	25.2	105.9	-14.1
1143380935.94	000	014	00384	45.2531666667	75.5821666667	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380936.94	000	014	00384	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380937.94	000	014	00385	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380938.94	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380939.94	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380940.95	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380941.95	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380942.95	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380943.95	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380944.95	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380945.95	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380946.95	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380947.95	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380948.95	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380949.96	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380950.96	000	014	00385	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380951.96	000	014	00385	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380952.96	000	014	00384	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380953.96	000	014	00384	45.2531666667	75.5821666667	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380954.96	000	014	00384	45.2531666667	75.5821666667	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380955.96	000	014	00384	45.2531666667	75.5821666667	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380956.96	000	014	00384	45.2531666667	75.5821666667	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380957.98	000	014	00385	45.2531666667	75.5821666667	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380958.96	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380959.96	000	014	00386	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380960.97	000	014	00385	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380961.97	000	014	00385	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380962.97	000	014	00385	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380963.97	000	014	00385	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380964.97	000	014	00385	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380965.97	000	014	00385	45.2531666667	75.5821666667	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380966.97	000	014	00385	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380967.97	000	014	00384	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380968.97	000	014	00384	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380969.97	000	014	00383	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380970.97	000	014	00383	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380971.98	000	014	00383	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380972.98	000	014	00383	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380973.98	000	014	00383	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380974.98	000	014	00383	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380975.98	000	014	00383	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380976.98	000	014	00381	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380977.98	000	014	00379	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380978.98	000	014	00377	45.2531666667	75.5821666667	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380979.98	000	014	00376	45.253	75.5821666667	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380980.99	000	014	00376	45.253	75.5821666667	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380981.99	000	014	00376	45.253	75.5821666667	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380982.99	000	014	00376	45.253	75.5821666667	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380983.99	000	014	00374	45.253	75.5821666667	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380984.99	000	014	00376	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380985.99	000	014	00376	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380986.99	000	014	00375	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380987.99	000	014	00374	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380988.99	000	014	00374	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380990.0	000	014	00374	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380991.0	000	014	00374	45.2531666667	75.5823333333	105.9	-0.0	AVVON	25.2	105.9	-14.1
1143380992.0	000	014	00372	45.253	75.5823333333	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380993.0	000	014	00369	45.253	75.5821666667	105.9	0.0	AVVON	25.2	105.9	-14.1
1143380994.0	000	014	00367	45.2526666667	75.582	105.9	0.03	AVVON	25.2	105.8	-14.1
1143380995.0	000	014	00366	45.2526666667	75.582	105.9	0.03	AVVON	25.2	105.9	-14.1
1143380996.0	000	014	00365	45.2526666667	75.582	105.9	0.03	AVVON	25.2	105.9	-14.1
1143380997.0	000	014	00364	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143380998.0	000	014	00364	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143380999.0	000	014	00365	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381000.0	000	014	00366	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381001.01	000	014	00367	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381002.01	000	014	00368	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381003.01	000	014	00368	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381004.01	000	014	00368	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381005.01	000	014	00368	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381006.01	000	014	00368	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381007.02	000	014	00367	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381008.01	000	014	00366	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381009.02	000	014	00364	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381010.02	000	014	00363	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381011.02	000	014	00363	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381012.02	000	014	00362	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381013.02	000	014	00362	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381014.02	000	014	00363	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381015.02	000	014	00363	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381016.02	000	014	00363	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381017.02	000	014	00364	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381018.02	000	014	00364	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381019.03	000	014	00364	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381020.03	000	014	00364	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381021.03	000	014	00364	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381022.03	000	014	00363	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381023.03	000	014	00363	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381024.03	000	014	00362	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381025.05	000	014	00360	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381026.03	000	014	00359	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381027.03	000	014	00357	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381028.03	000	014	00356	45.2528333333	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381029.03	000	014	00354	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381030.04	000	014	00352	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381031.04	000	014	00350	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381032.04	000	014	00349	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381033.04	000	014	00347	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381034.04	000	014	00346	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381035.04	000	014	00345	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381036.04	000	014	00345	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381037.05	000	014	00344	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381038.05	000	014	00344	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381039.04	000	014	00345	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381040.05	000	014	00345	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381041.05	000	014	00346	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381042.05	000	014	00347	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381043.05	000	014	00348	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381044.05	000	014	00349	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381045.05	000	014	00349	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381046.05	000	014	00350	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
1143381047.05	000	014	00350	45.2526666667	75.582	105.9	0.02	AVVON	25.2	105.9	-14.1
